hgnc_id	symbol	name	locus_group	locus_type	alias_symbol	prev_symbol	gene_group	gene_group_id	ensembl_gene_id
HGNC:25836	RIPOR1	RHO family interacting cell polarization regulator 1	protein-coding gene	gene with protein product	FLJ13725	FAM65A	Armadillo like helical domain containing	1492	ENSG00000039523
HGNC:17135	RLN3	relaxin 3	protein-coding gene	gene with protein product	ZINS4|RXN3|H3		Relaxin family|Neuropeptides	1897|1902	ENSG00000171136
HGNC:10070	RNF7	ring finger protein 7	protein-coding gene	gene with protein product	SAG|ROC2|CKBBP1|RBX2		Ring finger proteins|RING finger E3 ubiquitin protein ligases|Degenerate RING E3 ubiquitin ligases	58|4163|4164	ENSG00000114125
HGNC:10062	RNF20	ring finger protein 20	protein-coding gene	gene with protein product	FLJ20382|FLJ11189|KAIA2779|BRE1A|hBRE1|BRE1		Ring finger proteins|RING finger E3 ubiquitin protein ligases	58|4163	ENSG00000155827
HGNC:14662	RNF25	ring finger protein 25	protein-coding gene	gene with protein product	AO7|FLJ13906		Ring finger proteins|RWD domain containing|RING finger E3 ubiquitin protein ligases	58|3988|4163	ENSG00000163481
HGNC:21336	RNF146	ring finger protein 146	protein-coding gene	gene with protein product	DKFZp434O1427|dactylidin|dJ351K20.1		Ring finger proteins|RING finger E3 ubiquitin protein ligases	58|4163	ENSG00000118518
HGNC:24544	RNF167	ring finger protein 167	protein-coding gene	gene with protein product	DKFZP566H073		Ring finger proteins|RING finger E3 ubiquitin protein ligases	58|4163	ENSG00000108523
HGNC:25552	RNF220	ring finger protein 220	protein-coding gene	gene with protein product	FLJ10597	C1orf164	Ring finger proteins|MicroRNA protein coding host genes|RING finger E3 ubiquitin protein ligases	58|1691|4163	ENSG00000187147
HGNC:41912	RNF224	ring finger protein 224	protein-coding gene	gene with protein product			Ring finger proteins|RING finger E3 ubiquitin protein ligases	58|4163	ENSG00000233198
HGNC:10074	RNH1	ribonuclease/angiogenin inhibitor 1	protein-coding gene	gene with protein product	RAI	RNH			ENSG00000023191
HGNC:10075	RNMT	RNA guanine-7 methyltransferase	protein-coding gene	gene with protein product	RG7MT1|N7-MTase		7BS N7-guanosine RNA methyltransferases|DNA/RNA methyltransferases	3364|3371	ENSG00000101654
HGNC:10080	RNPS1	RNA binding protein with serine rich domain 1	protein-coding gene	gene with protein product			RNA binding motif containing|ASAP complex subunits	725|1236	ENSG00000205937
HGNC:10249	ROBO1	roundabout guidance receptor 1	protein-coding gene	gene with protein product	DUTT1|FLJ21882|SAX3		Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family|Roundabout guidance receptor family	555|593|1410|3802	ENSG00000169855
HGNC:10289	RPA1	replication protein A1	protein-coding gene	gene with protein product	REPA1|RPA70|HSSB|RF-A|RP-A		Nucleotide excision repair	1269	ENSG00000132383
HGNC:10290	RPA2	replication protein A2	protein-coding gene	gene with protein product			Nucleotide excision repair	1269	ENSG00000117748
HGNC:10291	RPA3	replication protein A3	protein-coding gene	gene with protein product	REPA3		Nucleotide excision repair	1269	ENSG00000106399
HGNC:17056	RPH3A	rabphilin 3A	protein-coding gene	gene with protein product	KIAA0985|rabphilin|exophilin-1		Synaptotagmin like tandem C2 proteins	822	ENSG00000089169
HGNC:10297	RPIA	ribose 5-phosphate isomerase A	protein-coding gene	gene with protein product					ENSG00000153574
HGNC:10381	RPN1	ribophorin I	protein-coding gene	gene with protein product	OST1		Oligosaccharyltransferase complex subunits	445	ENSG00000163902
HGNC:19909	RPP25L	ribonuclease P/MRP subunit p25 like	protein-coding gene	gene with protein product	bA296L22.5|MGC29635	C9orf23			ENSG00000164967
HGNC:30329	RPP38	ribonuclease P/MRP subunit p38	protein-coding gene	gene with protein product			Nuclear RNase P complex subunits|RNase MRP complex subunits	3374|3375	ENSG00000152464
HGNC:16963	RRAGA	Ras related GTP binding A	protein-coding gene	gene with protein product	RAGA|FIP-1		Ras related GTP binding proteins	1984	ENSG00000155876
HGNC:30346	RRN3	RNA polymerase I transcription factor RRN3	protein-coding gene	gene with protein product	DKFZp566E104|TIF-IA		Armadillo like helical domain containing	1492	ENSG00000085721
HGNC:23818	RRP1B	ribosomal RNA processing 1B	protein-coding gene	gene with protein product	Nnp1|RRP1|PPP1R136	KIAA0179	Protein phosphatase 1 regulatory subunits|Ribosome biogenesis factors	694|1729	ENSG00000160208
HGNC:24286	RRP7A	ribosomal RNA processing 7 homolog A	protein-coding gene	gene with protein product	CGI-96|Rrp7		UTPc subcomplex|Ribosome biogenesis factors	1490|1729	ENSG00000189306
HGNC:29030	RRP8	ribosomal RNA processing 8	protein-coding gene	gene with protein product	NML	KIAA0409	eNoSC complex|Ribosome biogenesis factors|7BS N1-adenosine RNA methyltransferases|DNA/RNA methyltransferases	1477|1729|3362|3371	ENSG00000132275
HGNC:29100	RRP12	ribosomal RNA processing 12 homolog	protein-coding gene	gene with protein product		KIAA0690	Armadillo like helical domain containing|Ribosome biogenesis factors	1492|1729	ENSG00000052749
HGNC:17083	RRS1	regulator of ribosome synthesis 1	protein-coding gene	gene with protein product	KIAA0112		Ribosome biogenesis factors	1729	ENSG00000179041
HGNC:21558	RSPH4A	radial spoke head component 4A	protein-coding gene	gene with protein product	dJ412I7.1|FLJ37974|RSPH6B|CILD11	RSHL3	Axonemal radial spoke subunits	2046	ENSG00000111834
HGNC:21057	RSPH9	radial spoke head component 9	protein-coding gene	gene with protein product	FLJ30845|CILD12	MRPS18AL1|C6orf206	Axonemal radial spoke subunits	2046	ENSG00000172426
HGNC:16175	RSPO4	R-spondin 4	protein-coding gene	gene with protein product	dJ824F16.3	C20orf182	R-spondin family	1898	ENSG00000101282
HGNC:10464	RSU1	Ras suppressor protein 1	protein-coding gene	gene with protein product	RSP-1|FLJ31034				ENSG00000148484
HGNC:10468	RTN2	reticulon 2	protein-coding gene	gene with protein product	NSP2|NSPL1	SPG12	Reticulons	2322	ENSG00000125744
HGNC:19761	RUFY2	RUN and FYVE domain containing 2	protein-coding gene	gene with protein product	RABIP4R|FLJ10063|KIAA1537|ZFYVE13		Zinc fingers FYVE-type|RUN domain containing	81|3992	ENSG00000204130
HGNC:10474	RUVBL1	RuvB like AAA ATPase 1	protein-coding gene	gene with protein product	TIP49|NMP238|RVB1|TIP49a|Pontin52|ECP54|TIH1|Rvb1|INO80H		AAA ATPases|INO80 complex subunits|Helicases|SRCAP complex subunits|R2TP complex|Tip60/Nua4 histone acetyltransferase complex subunits|R2SP complex	413|595|1166|1329|1401|1634|2007	ENSG00000175792
HGNC:21393	RWDD3	RWD domain containing 3	protein-coding gene	gene with protein product	DKFZP566K023|RSUME		RWD domain containing	3988	ENSG00000122481
HGNC:14666	RXFP4	relaxin family peptide/INSL5 receptor 4	protein-coding gene	gene with protein product	GPCR142|RXFPR4	GPR100|RLN3R2	Relaxin family peptide receptors	217	ENSG00000173080
HGNC:13530	RXYLT1	ribitol xylosyltransferase 1	protein-coding gene	gene with protein product	HP10481	TMEM5	Glycosyltransferase family 8	436	ENSG00000118600
HGNC:10484	RYR2	ryanodine receptor 2	protein-coding gene	gene with protein product	ARVC2|VTSIP	ARVD2	Ryanodine receptors|EF-hand domain containing|Armadillo like helical domain containing|MicroRNA protein coding host genes	287|863|1492|1691	ENSG00000198626
HGNC:10494	S100A4	S100 calcium binding protein A4	protein-coding gene	gene with protein product	P9KA|18A2|PEL98|42A|FSP1	MTS1|CAPL	S100 calcium binding proteins|EF-hand domain containing	459|863	ENSG00000196154
HGNC:10496	S100A6	S100 calcium binding protein A6	protein-coding gene	gene with protein product	2A9|PRA|CABP	CACY	S100 calcium binding proteins|EF-hand domain containing	459|863	ENSG00000197956
HGNC:10490	S100A13	S100 calcium binding protein A13	protein-coding gene	gene with protein product			S100 calcium binding proteins	459	ENSG00000189171
HGNC:17059	SACM1L	SAC1 like phosphatidylinositide phosphatase	protein-coding gene	gene with protein product	SAC1|KIAA0851		Phosphoinositide phosphatases	1079	ENSG00000211456
HGNC:28706	SAMD11	sterile alpha motif domain containing 11	protein-coding gene	gene with protein product	MGC45873		Sterile alpha motif domain containing	760	ENSG00000187634
HGNC:10536	SARDH	sarcosine dehydrogenase	protein-coding gene	gene with protein product	SDH	DMGDHL1	Flavoproteins|Oxidoreductases	2258|4070	ENSG00000123453
HGNC:25403	SASS6	SAS-6 centriolar assembly protein	protein-coding gene	gene with protein product	DKFZp761A078|SAS-6|FLJ22097|SAS6				ENSG00000156876
HGNC:23160	SAT2	spermidine/spermine N1-acetyltransferase family member 2	protein-coding gene	gene with protein product	SSAT2		GCN5 related N-acetyltransferases	1134	ENSG00000141504
HGNC:10541	SATB1	SATB homeobox 1	protein-coding gene	gene with protein product			CUT class homeoboxes and pseudogenes	527	ENSG00000182568
HGNC:34416	SBK2	SH3 domain binding kinase family member 2	protein-coding gene	gene with protein product	SGK069		SH3 domain binding kinase family	3853	ENSG00000187550
HGNC:20959	SCAF8	SR-related CTD associated factor 8	protein-coding gene	gene with protein product	KIAA1116	RBM16	RNA binding motif containing|CTD interacting domain containing	725|3993	ENSG00000213079
HGNC:26709	SCAI	suppressor of cancer cell invasion	protein-coding gene	gene with protein product	FLJ36664|NET40	C9orf126			ENSG00000173611
HGNC:10566	SCAND1	SCAN domain containing 1	protein-coding gene	gene with protein product	SDP1|RAZ1		SCAN domain containing	42	ENSG00000171222
HGNC:1664	SCARB1	scavenger receptor class B member 1	protein-coding gene	gene with protein product	SRB1|CLA-1|CLA1|SR-BI	CD36L1	Scavenger receptors	1253	ENSG00000073060
HGNC:24275	SCCPDH	saccharopine dehydrogenase (putative)	protein-coding gene	gene with protein product	CGI-49|NET11		Oxidoreductases	4070	ENSG00000143653
HGNC:21397	SCML4	Scm polycomb group protein like 4	protein-coding gene	gene with protein product	dJ47M23.1		Sterile alpha motif domain containing	760	ENSG00000146285
HGNC:10588	SCN2A	sodium voltage-gated channel alpha subunit 2	protein-coding gene	gene with protein product	Nav1.2|HBSCII|HBSCI	SCN2A1|SCN2A2	Sodium voltage-gated channel alpha subunits	1203	ENSG00000136531
HGNC:10601	SCNN1D	sodium channel epithelial 1 subunit delta	protein-coding gene	gene with protein product	ENaCdelta|dNaCh		Sodium channels epithelial	185	ENSG00000162572
HGNC:10604	SCO2	synthesis of cytochrome C oxidase 2	protein-coding gene	gene with protein product	SCO1L	MYP6	Mitochondrial respiratory chain complex assembly factors	645	ENSG00000284194
HGNC:10606	SCP2	sterol carrier protein 2	protein-coding gene	gene with protein product	nsLTP|SCPx|SCP-X		MicroRNA protein coding host genes|SCP2 domain containing	1691|3686	ENSG00000116171
HGNC:22192	SCRN1	secernin 1	protein-coding gene	gene with protein product	KIAA0193		Secernin family	3769	ENSG00000136193
HGNC:15950	SCRT1	scratch family transcriptional repressor 1	protein-coding gene	gene with protein product	DKFZp547F072|ZNF898		Zinc fingers C2H2-type|SNAG transcriptional repressors	28|1259	ENSG00000261678
HGNC:10607	SCT	secretin	protein-coding gene	gene with protein product			Neuropeptides	1902	ENSG00000070031
HGNC:19285	SCYL3	SCY1 like pseudokinase 3	protein-coding gene	gene with protein product	PACE-1|PACE1		SCY1 like pseudokinases|Pseudokinases	1033|1678	ENSG00000000457
HGNC:10662	SDCBP	syndecan binding protein	protein-coding gene	gene with protein product	SYCL|MDA-9|SDCBP1		PDZ domain containing	1220	ENSG00000137575
HGNC:10681	SDHB	succinate dehydrogenase complex iron sulfur subunit B	protein-coding gene	gene with protein product		SDH1|SDH	Mitochondrial complex II: succinate dehydrogenase subunits	641	ENSG00000117118
HGNC:20275	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	protein-coding gene	gene with protein product	HCDI	C14orf124	Short chain dehydrogenase/reductase superfamily	743	ENSG00000100445
HGNC:10705	SEC24C	SEC24 homolog C, COPII component	protein-coding gene	gene with protein product	KIAA0079		Coat protein complex II	1960	ENSG00000176986
HGNC:28997	SECISBP2L	SECIS binding protein 2 like	protein-coding gene	gene with protein product	KIAA0256				ENSG00000138593
HGNC:18251	SELENOH	selenoprotein H	protein-coding gene	gene with protein product	SELH	C11orf31	Selenoproteins	890	ENSG00000211450
HGNC:10845	SEM1	SEM1 26S proteasome subunit	protein-coding gene	gene with protein product	DSS1|Shfdg1|ECD|SHSF1|FLJ42280|PSMD15	SHFD1|SHFM1|C7orf76	Proteasome|Transcription and export complex 2	690|1276	ENSG00000127922
HGNC:10727	SEMA3E	semaphorin 3E	protein-coding gene	gene with protein product	M-SemaK|KIAA0331|coll-5	SEMAH	Immunoglobulin like domain containing|Semaphorins	594|736	ENSG00000170381
HGNC:30400	SEMA3G	semaphorin 3G	protein-coding gene	gene with protein product	FLJ00014|sem2		Immunoglobulin like domain containing|Semaphorins	594|736	ENSG00000010319
HGNC:17862	SENP3	SUMO specific peptidase 3	protein-coding gene	gene with protein product	DKFZP586K0919|SSP3|DKFZp762A152|SMT3IP1|Ulp1		SUMO specific peptidases|Large ribosomal subunit biogenesis complex	984|1301	ENSG00000161956
HGNC:20944	SENP6	SUMO specific peptidase 6	protein-coding gene	gene with protein product	SUSP1|KIAA0797		SUMO specific peptidases	984	ENSG00000112701
HGNC:19193	SERPINA11	serpin family A member 11	protein-coding gene	gene with protein product			Serpin peptidase inhibitors	739	ENSG00000186910
HGNC:10569	SERPINB3	serpin family B member 3	protein-coding gene	gene with protein product	T4-A|HsT1196	SCC|SCCA1	Serpin peptidase inhibitors	739	ENSG00000057149
HGNC:8942	SERPINB10	serpin family B member 10	protein-coding gene	gene with protein product		PI10	Serpin peptidase inhibitors	739	ENSG00000242550
HGNC:8583	SERPINE1	serpin family E member 1	protein-coding gene	gene with protein product	PAI	PLANH1|PAI1	Serpin peptidase inhibitors	739	ENSG00000106366
HGNC:30784	SERTAD2	SERTA domain containing 2	protein-coding gene	gene with protein product	TRIP-Br2|KIAA0127|Sei-2		SERTA domain containing	3800	ENSG00000179833
HGNC:21595	SESN1	sestrin 1	protein-coding gene	gene with protein product	SEST1|PA26		Sestrin family	3537	ENSG00000080546
HGNC:10765	SF3A1	splicing factor 3a subunit 1	protein-coding gene	gene with protein product	SF3a120|SAP114|PRPF21|Prp21		U2 small nuclear ribonucleoprotein|SF3a complex	1501|1555	ENSG00000099995
HGNC:10771	SF3B4	splicing factor 3b subunit 4	protein-coding gene	gene with protein product	SAP49|SF3b49|Hsh49		RNA binding motif containing|SF3b complex	725|1517	ENSG00000143368
HGNC:10773	SFN	stratifin	protein-coding gene	gene with protein product	YWHAS		14-3-3 phospho-serine/phospho-threonine binding proteins	1053	ENSG00000175793
HGNC:16086	SFXN2	sideroflexin 2	protein-coding gene	gene with protein product	SLC56A2		Solute carrier family 56, sideroflexins	746	ENSG00000156398
HGNC:16073	SFXN5	sideroflexin 5	protein-coding gene	gene with protein product	BBG-TCC|SLC56A5		Solute carrier family 56, sideroflexins	746	ENSG00000144040
HGNC:10806	SGCB	sarcoglycan beta	protein-coding gene	gene with protein product	SGC|A3b	LGMD2E	Sarcoglycans	3801	ENSG00000163069
HGNC:10821	SH2D2A	SH2 domain containing 2A	protein-coding gene	gene with protein product	TSAd|F2771		SH2 domain containing	741	ENSG00000027869
HGNC:10827	SH3BP5	SH3 domain binding protein 5	protein-coding gene	gene with protein product	Sab		SH3 domain binding protein 5 family	4065	ENSG00000131370
HGNC:10831	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	protein-coding gene	gene with protein product	SH3P4|SH3D2A|CNSA2|EEN-B1		N-BAR domain containing|SH3 domain containing	1289|4034	ENSG00000107295
HGNC:26299	SH3RF2	SH3 domain containing ring finger 2	protein-coding gene	gene with protein product	FLJ23654|RNF158|Hepp1|POSHER	PPP1R39	Ring finger proteins|Protein phosphatase 1 regulatory subunits|SH3 domain containing|SH3 domain containing ring finger family	58|694|4034|4160	ENSG00000156463
HGNC:10838	SHB	SH2 domain containing adaptor protein B	protein-coding gene	gene with protein product			SH2 domain containing	741	ENSG00000107338
HGNC:10840	SHC1	SHC adaptor protein 1	protein-coding gene	gene with protein product	p66|ShcA	SHC	SH2 domain containing	741	ENSG00000160691
HGNC:29547	SHCBP1	SHC binding and spindle associated 1	protein-coding gene	gene with protein product	FLJ22009|PAL				ENSG00000171241
HGNC:27139	SHISA4	shisa family member 4	protein-coding gene	gene with protein product	hShisa4	C1orf40|TMEM58	Shisa family members	742	ENSG00000198892
HGNC:19214	SHKBP1	SH3KBP1 binding protein 1	protein-coding gene	gene with protein product	PP203|Sb1		WD repeat domain containing|BTB domain containing	362|861	ENSG00000160410
HGNC:10852	SHMT2	serine hydroxymethyltransferase 2	protein-coding gene	gene with protein product	mSHMT	SHMT	Serine hydroxymethyltransferase family	2142	ENSG00000182199
HGNC:27596	SIGLEC15	sialic acid binding Ig like lectin 15	protein-coding gene	gene with protein product	HsT1361	CD33L3	V-set domain containing|Sialic acid binding Ig like lectins	590|745	ENSG00000197046
HGNC:26110	SIRAL1	SIR2 antiphage like 1	protein-coding gene	gene with protein product	SIRal|FLJ21103	FAM118B			ENSG00000197798
HGNC:14931	SIRT3	sirtuin 3	protein-coding gene	gene with protein product	SIR2L3		Sirtuins	938	ENSG00000142082
HGNC:10898	SKIC2	SKI2 subunit of superkiller complex	protein-coding gene	gene with protein product	HLP|DDX13|SKI2W|170A|SKIV2L1|SKI2	SKIV2|SKIV2L	Ski2 like RNA helicases|SKI complex subunits	1559|2119	ENSG00000204351
HGNC:30300	SKIC8	SKI8 subunit of superkiller complex	protein-coding gene	gene with protein product	REC14|SKI8	WDR61	WD repeat domain containing|Paf1/RNA polymerase II complex |SKI complex subunits	362|1029|2119	ENSG00000140395
